Error,Word
অ ভ ্ র া ণ ্ ত ি,অ ভ ্ র া ন ্ ত ি
অ ন ্ ত ্ র া ধ ি,অ ন ্ ত ্ র া দ ি
অ প ্ র া ম া ন ্ জ,অ প ্ র া ম া ণ ্ য
অ ত ্ ঝ ু ঙ ্ গ,অ ত ্ য ু ঙ ্ গ
আ ব া চ া,আ ব া ছ া
অ ণ ্ ঢ ক ো ষ স ্ ফ ী ত ি জ ণ ি ত,অ ন ্ ড ক ো ষ স ্ ফ ী ত ি জ ন ি ত
আ ত ্ ম ভ ঞ ্ ছ ন া,আ ত ্ ম ব ঞ ্ চ ন া
অ ল ভ ্,অ ল ব ্
আ ত ্ ম ভ ে দ ি ত া,আ ত ্ ম ব ে দ ি ত া
অ ণ ু ষ ্ ঠ া ণ া দ ি ত ে,অ ন ু ষ ্ ঠ া ন া দ ি ত ে
আ ঁ স ু য় া,আ ঁ শ ু য় া
অ ষ ু দ ্ ধ,অ শ ু দ ্ ধ
আ ঈ স ্,আ ই স ্
অ ফ প ্ র য় ো গ,অ প প ্ র য় ো গ
অ ভ ি ঝ ু ক ্ ত,অ ভ ি য ু ক ্ ত
অ ক ো ফ,অ ক ো প
অ ণ ন ্ ত ক া ল,অ ন ন ্ ত ক া ল
আ ক ো প ি ষ,আ ক ো প ি শ
অ ভ ্ য য় ্,অ ব ্ য য় ্
অ ক ো ভ ি,অ ক ো ব ি
অ গ ্ র ভ র ্ ত ী,অ গ ্ র ব র ্ ত ী
অ ম ্ ব ো ণ ি ধ ি,অ ম ্ ভ ো ন ি ধ ি
অ ণ ু ল ্ ল ঙ ্ ঘ ন,অ ন ু ল ্ ল ঙ ্ ঘ ন
অ র ্ দ ছ ে ত ন,অ র ্ ধ চ ে ত ন
অ ন ী স,অ ন ী শ
অ ্ ঝ া ট ি র ্ ন ি,অ ্ য া ট ি র ্ ন ি
আ ত প শ ্ ণ া ন,আ ত প স ্ ন া ন
অ ভ ি ফ ্ র া য় ব ি ষ ি স ্ ট,অ ভ ি প ্ র া য় ব ি শ ি ষ ্ ট
অ ঙ ্ ক ণ ে র,অ ঙ ্ ক ন ে র
অ ণ ি ম ি ত ্,অ ন ি ম ি ত ্
অ খ ণ ্ ঢ ত া,অ খ ণ ্ ড ত া
অ ন ভ ষ র ্,অ ন ব শ র ্
অ র া ঝ ী,অ র া জ ী
অ ন ্ দ ু য় া,অ ন ্ ধ ু য় া
অ শ ু র ী,অ স ু র ী
আ ক ্ স ো ল ি,আ ক ্ শ ো ল ি
অ ক ভ ি,অ ক ব ি
অ ছ ো ট,অ চ ো ট
অ ব ্ জ ু ত ্ থ া ন,অ ভ ্ য ু ত ্ থ া ন
অ ব ঙ ্ গ,অ ভ ঙ ্ গ
অ ঝ ত ্,অ জ ত ্
অ ণ ু র ক ্ ত,অ ন ু র ক ্ ত
অ ণ ্ ত র ্ জ ল,অ ন ্ ত র ্ জ ল
আ ব র ্ ত ণ ে,আ ব র ্ ত ন ে
আ ঁ ত ্ ক া ণ ো,আ ঁ ত ্ ক া ন ো
অ ব দ া য় ক,অ ব ধ া য় ক
অ ব ি দ া ন গ ্ র ন ্ থ,অ ভ ি ধ া ন গ ্ র ন ্ থ
অ শ ্ ট ব ি ং ষ ত ি,অ ষ ্ ট ব ি ং শ ত ি
অ ব ি স া দ,অ ব ি ষ া দ
আ ভ ি স ্ ক া র ক,আ ব ি স ্ ক া র ক
অ ঝ া ছ ্ য,অ য া চ ্ য
অ ন ্ ধ র ে র,অ ন ্ দ র ে র
অ শ ্ ব ব া হ ণ,অ শ ্ ব ব া হ ন
আ ছ র ণ,আ চ র ণ
অ জ ৈ ভ,অ জ ৈ ব
আ ঈ জ ক া,আ ই জ ক া
অ ণ র ্ থ,অ ন র ্ থ
আ ম শ ী,আ ম স ী
অ ন ভ ্ ঝ স ্ থ,অ ন ভ ্ য স ্ থ
অ র ্ স া ত ে,অ র ্ শ া ত ে
অ ক া য ে র,অ ক া জ ে র
অ ণ ী ত ি,অ ন ী ত ি
অ র ্ ধ ত ৎ ষ ম,অ র ্ ধ ত ৎ স ম
অ ণ ্ ঢ া ক া র,অ ণ ্ ড া ক া র
অ ব ষ ্ থ া ফ ্ র া প ্ ত,অ ব স ্ থ া প ্ র া প ্ ত
আ ন ্ ত র ি ক ত া স ূ ন ্ জ,আ ন ্ ত র ি ক ত া শ ূ ন ্ য
অ ব ্ জ া স ক র ণ,অ ভ ্ য া স ক র ণ
আ ঁ ঝ ো ল ্,আ ঁ জ ো ল ্
অ স া ক ্ স া ত ে,অ স া ক ্ ষ া ত ে
আ ব ধ ু ল ্ ল া হ,আ ব দ ু ল ্ ল া হ
অ গ ্ ন ি ভ া ণ,অ গ ্ ন ি ব া ণ
আ ত ্ ম ী য় শ ্ ব য ন,আ ত ্ ম ী য় স ্ ব জ ন
অ দ ্ য া ভ দ ি,অ দ ্ য া ব ধ ি
অ ন ্ ভ হ,অ ন ্ ব হ
অ ং শ ব গ ী,অ ং শ ভ গ ী
অ ত ি ক ্ র ম ্ ঝ,অ ত ি ক ্ র ম ্ য
অ ণ ্ ঢ জ,অ ন ্ ড জ
অ ছ ি র ত া,অ চ ি র ত া
আ ঈ ম া র,আ ই ম া র
অ ক ্ শ র া,অ ক ্ ষ র া
আ প ণ া র া,আ প ন া র া
অ ষ ্ ল ী ল ত া,অ শ ্ ল ী ল ত া
অ ষ ্ থ া ন ে,অ স ্ থ া ন ে
অ ঝ ্ ঞ া ন ে র,অ জ ্ ঞ া ন ে র
অ ণ ্ য থ া,অ ন ্ য থ া
অ দ র ে ত ে,অ ধ র ে ত ে
অ প ্ র ী ত ি ব া জ ণ,অ প ্ র ী ত ি ভ া জ ন
অ স ্ র া ন ্ ত,অ শ ্ র া ন ্ ত
আ ঁ ঈ স,আ ঁ ই স
অ ম ি থ ্ ঝ া,অ ম ি থ ্ য া
অ র স ো গ ্,অ র শ ো গ ্
অ ণ ক ্,অ ন ক ্
অ গ ৌ র ব র ্ ন া,অ গ ৌ র ব র ্ ণ া
অ ণ ে ক ধ া,অ ন ে ক ধ া
অ ন ি স ্ ট,অ ন ি ষ ্ ট
অ ক ্ শ র ই,অ ক ্ ষ র ই
অ ন ্ ঝ া,অ ন ্ য া
অ ভ ল ী ঢ়,অ ব ল ী ঢ়
অ ণ ি র ্ ব া ছ ি ত,অ ন ি র ্ ব া চ ি ত
আ ঈ ড় ্,আ ই ড় ্
অ ণ ণ ু ভ ূ ত র ্ প ূ ব,অ ন ন ু ভ ূ ত র ্ প ূ ব
অ ভ ি ল ম ্ ব,অ ব ি ল ম ্ ব
অ ভ ি ম া ণ ে,অ ভ ি ম া ন ে
অ শ া ম া ল,অ স া ম া ল
আ গ ু জ ণ,আ গ ু জ ন
অ ণ ্ ত ঃ শ ু ল ্ ক,অ ন ্ ত ঃ শ ু ল ্ ক
অ প ে র ু,অ ফ ে র ু
অ ভ য় ব,অ ব য় ব
অ ধ ্ য া ফ ি ও,অ দ ্ য া প ি ও
আ ভ ল ্ ল ি র,আ ব ল ্ ল ি র
অ জ চ ্ চ ল,অ জ চ ্ ছ ল
অ গ ্ ন ু ৎ ফ া ত,অ গ ্ ন ু ৎ প া ত
আ ট া ষ ি,আ ট া শ ি
অ স ্ ত গ ম ণ ক া ল ী ণ,অ স ্ ত গ ম ন ক া ল ী ন
অ দ া র ্ ম ি ক,অ ধ া র ্ ম ি ক
আ ণ ো ব ি ক,আ ন ো ব ি ক
অ ত ি ক ্ র ম ন,অ ত ি ক ্ র ম ণ
অ ণ ্ ত ্ র ত ন ্ ত ্ র,অ ন ্ ত ্ র ত ন ্ ত ্ র
অ ধ ূ র ব র ্ ত ি ত া,অ দ ূ র ব র ্ ত ি ত া
অ ল ভ ণ,অ ল ব ণ
আ ধ ্ য া,আ দ ্ য া
অ ক ্ শ া র,অ ক ্ ষ া র
অ ণ ু স ্ ঠ া ন ম া ল া,অ ন ু ষ ্ ঠ া ন ম া ল া
অ ষ ম ী য় া,অ স ম ী য় া
আ ভ া গ ি র,আ ব া গ ি র
অ ঙ ্ ক ণ ক া র ী,অ ঙ ্ ক ন ক া র ী
অ গ ণ ্ ত ো ব ্,অ গ ন ্ ত ো ব ্
আ ধ র ে র,আ দ র ে র
অ ন ্ ত ঃ ফ ু র ষ ্ ত ্ র ী,অ ন ্ ত ঃ প ু র স ্ ত ্ র ী
অ ব ি ল া ষ ি ত,অ ভ ি ল া ষ ি ত
আ ছ া ঁ ছ া,আ চ া ঁ ছ া
অ ভ ো হ ু,অ ব ো হ ু
আ জ ্ ঞ া ফ ত ্ র,আ জ ্ ঞ া প ত ্ র
অ ত ি থ ি ব ৎ শ ল,অ ত ি থ ি ব ৎ স ল
আ য ি ম ু ন ্ ন ে শ া,আ জ ি ম ু ন ্ ন ে স া
অ ণ ু ক র ণ ী য়,অ ন ু ক র ণ ী য়
আ ক ্ শ ল ি,আ ক ্ স ল ি
অ ণ ট ন ে,অ ন ট ন ে
অ শ া ধ ৃ শ ্,অ শ া দ ৃ শ ্
অ ত ো ণ ু,অ ত ো ন ু
অ ছ ো ঈ ত ন ্,অ চ ো ই ত ন ্
অ ণ র ্ ঘ,অ ন র ্ ঘ
আ ত ্ ম স ং ঝ ম,আ ত ্ ম স ং য ম
অ ধ ু র ্,অ দ ু র ্
আ ঞ ্ ঝ ী র,আ ঞ ্ জ ী র
অ ণ ্ ব ে ষ ি ত,অ ন ্ ব ে ষ ি ত
অ ণ া য় া স ল ভ ্ য,অ ন া য় া স ল ভ ্ য
আ ত ্ ম য,আ ত ্ ম জ
অ শ ্ ব া ভ া ব ি ক ভ া ব ে,অ স ্ ব া ভ া ব ি ক ভ া ব ে
অ ণ ু দ া ত ্ ত ে র,অ ন ু দ া ত ্ ত ে র
অ ্ জ া ম ে চ া র,অ ্ য া ম ে চ া র
আ ক ভ ত ে র,আ ক ব ত ে র
আ ক র ্ স ি ত,আ ক র ্ ষ ি ত
অ ন ্ ধ র ম হ ল ে,অ ন ্ দ র ম হ ল ে
অ ম ্ ল স ্ ব া ধ ব ি স ি ষ ্ ট,অ ম ্ ল স ্ ব া দ ব ি শ ি ষ ্ ট
অ স ্ ভ ী ক া র ে র,অ স ্ ব ী ক া র ে র
আ ত ্ ম ব ি স র ্ ঝ ন,আ ত ্ ম ব ি স র ্ জ ন
আ ঊ ল ি য় া,আ উ ল ি য় া
আ য ্ ঞ া,আ জ ্ ঞ া
আ ত ্ ম ধ ্ র ো হ,আ ত ্ ম দ ্ র ো হ
অ ন ো দ ি ক া র ্,অ ন ো ধ ি ক া র ্
অ ন ত ি ধ ী র ্ ঘ,অ ন ত ি দ ী র ্ ঘ
আ ত ্ ম ম র ্ য া ধ া জ ্ ঞ া ণ,আ ত ্ ম ম র ্ য া দ া জ ্ ঞ া ন
অ ব ি ব ্ য া প ্ ত ি,অ ভ ি ব ্ য া প ্ ত ি
আ ফ া ন ্,আ প া ন ্
আ ধ ্ জ া ত ্ ম ভ ি দ ্ জ া,আ ধ ্ য া ত ্ ম ব ি দ ্ য া
অ ণ ্ ত ি ম স য় ন,অ ন ্ ত ি ম শ য় ন
অ খ ্ জ া ত ন া ম া,অ খ ্ য া ত ন া ম া
অ য ্ ঞ া ন ভ া দ,অ জ ্ ঞ া ন ব া দ
অ দ ূ র ভ র ্ ত ি ণ ী,অ দ ূ র ব র ্ ত ি ন ী
অ ষ ্ প র ী,অ স ্ প র ী
অ ণ ু স ন ্ দ া ত া,অ ন ু স ন ্ ধ া ত া
অ ব শ ্ জ ক র ন ী য়,অ ব শ ্ য ক র ণ ী য়
অ ব র ো হ ন,অ ব র ো হ ণ
আ ণ ম ্ র,আ ন ম ্ র
অ স ত ্ জ ব া দ ী,অ স ত ্ য ব া দ ী
অ স ো ম ি ছ ি ন ্,অ শ ো ম ি চ ি ন ্
অ র ্ ঢ া র ে র,অ র ্ ড া র ে র
অ শ ি স ্ ট চ া র,অ শ ি ষ ্ ট চ া র
অ ম ্ ল র ষ,অ ম ্ ল র স
অ ম া র ঝ ন ী,অ ম া র জ ন ী
আ ঊ ল া ই ল,আ উ ল া ই ল
আ ক ্ ষ ে ফ ষ ূ ন ্ জ,আ ক ্ ষ ে প শ ূ ন ্ য
অ ঙ ্ গ ত ্ র া ন,অ ঙ ্ গ ত ্ র া ণ
অ ্ জ া ড ভ া র ট া ঈ জ,অ ্ য া ড ভ া র ট া ই জ
অ ণ া য় ত ্ ত,অ ন া য় ত ্ ত
অ র ু ছ ি ক র,অ র ু চ ি ক র
অ ণ র ্ থ ক র ী,অ ন র ্ থ ক র ী
আ ভ দ া ল,আ ব দ া ল
অ প ভ ্ জ য় ক া র ী,অ প ব ্ য য় ক া র ী
আ ঁ দ া র ি ত ে,আ ঁ ধ া র ি ত ে
অ ষ ী ল ত া,অ শ ী ল ত া
অ ব ি জ া ত ভ র ্ গ,অ ভ ি জ া ত ব র ্ গ
অ স ্ থ া ভ র,অ স ্ থ া ব র
আ ক ি ঞ ্ চ ণ,আ ক ি ঞ ্ চ ন
অ ণ া র ত,অ ন া র ত
অ ষ ত ্ র ু,অ শ ত ্ র ু
অ ন ু জ ো ঝ ্ য,অ ন ু য ো জ ্ য
আ ভ ক ্ ষ,আ ব ক ্ ষ
আ ত ্ ম ে া ফ ঝ ী ব ী,আ ত ্ ম ে া প জ ী ব ী
অ চ ি ল া য়,অ ছ ি ল া য়
অ ব ্ র র া শ ি,অ ভ ্ র র া শ ি
অ ণ ু দ ্ দ ি শ ্ ট,অ ন ু দ ্ দ ি ষ ্ ট
অ র ্ দ ক র ্ ষ ি ত,অ র ্ ধ ক র ্ ষ ি ত
অ শ হ য ো গ ি ত া,অ স হ য ো গ ি ত া
অ গ ো ছ র ্,অ গ ো চ র ্
অ ভ ি ঝ ্ ঞ া ন,অ ভ ি জ ্ ঞ া ন
আ চ ও য় া র,আ ছ ও য় া র
অ ন ভ চ ্ চ ে দ,অ ন ব চ ্ ছ ে দ
অ ব ু ক ্ ত ে র,অ ভ ু ক ্ ত ে র
আ ণ ণ ্ ধ প ্ র ব া হ ে,আ ন ন ্ দ প ্ র ব া হ ে
অ ষ হ া য় ্,অ স হ া য় ্
অ ঙ ্ গ ণ,অ ঙ ্ গ ন
অ ত ৃ ফ ্ ত,অ ত ৃ প ্ ত
অ স ি দ ্ দ া ন ্ ত,অ স ি দ ্ ধ া ন ্ ত
আ চ ্ চ ণ ্ ন,আ চ ্ ছ ন ্ ন
অ ভ া চ ী র,অ ব া চ ী র
অ ফ চ া র,অ প চ া র
অ খ ন ্ ঢ ি ত,অ খ ন ্ ড ি ত
অ ল ্ ফ ে র,অ ল ্ প ে র
আ ছ ম ্ ব ি ত ে,আ চ ম ্ ব ি ত ে
অ ভ ত া র ণ া,অ ব ত া র ণ া
অ ণ ু ফ ো প ো ত ্,অ ন ু প ো প ো ত ্
অ ণ ু র ্ ব ণ ্ দ য ু ক ্ ত,অ ন ু র ্ ব ন ্ ধ য ু ক ্ ত
অ র ্ থ ভ ি ব ৃ ত ি,অ র ্ থ ব ি ব ৃ ত ি
অ ত ি ভ ড়,অ ত ি ব ড়
অ ব ী শ ্ ট দ া ত ্ র ী,অ ভ ী ষ ্ ট দ া ত ্ র ী
অ শ ো অ ক ধ ু া স ভ া ভ অ শ ো ব ন ত া,অ শ ো অ ক দ ু া স ব া ব অ শ ো ভ ন ত া
অ ণ ে ক গ ু ল ো,অ ন ে ক গ ু ল ো
অ ফ ্ র,অ প ্ র
আ ন ্ ধ ো ল ি য় া,আ ন ্ দ ো ল ি য় া
অ ণ ন ্ ত র ূ ফ া,অ ন ন ্ ত র ূ প া
অ ষ ু র হ ন ্ ত া,অ স ু র হ ন ্ ত া
আ ফ ত ্ ত ি ক া র ী,আ প ত ্ ত ি ক া র ী
অ র র ু ফ ু র ে,অ র র ু প ু র ে
অ ণ ্ ত ঃ ফ ্ র ভ ে শ ন,অ ন ্ ত ঃ প ্ র ব ে শ ন
অ ভ ্ ঝ া স ম ত ো,অ ভ ্ য া স ম ত ো
অ ঙ ্ গ ব ঙ ্ গ ি,অ ঙ ্ গ ভ ঙ ্ গ ি
অ চ ্ চ ি ধ ্ র,অ চ ্ ছ ি দ ্ র
অ ণ ্ ন গ ত,অ ন ্ ন গ ত
অ ণ ্ ত শ ্ প ট,অ ন ্ ত স ্ প ট
অ ন ু প ো য ু ক ্,অ ন ু প ো জ ু ক ্
আ ন ্ দ ল ্,আ ন ্ ধ ল ্
অ দ ি ক ৃ ত ব র ্ গ ে র,অ ধ ি ক ৃ ত ব র ্ গ ে র
আ গ ে ত ে ঈ,আ গ ে ত ে ই
অ ণ া ভ া দ ী,অ ন া ব া দ ী
অ ফ া র ্ ঝ ম া ন ে,অ প া র ্ য ম া ন ে
আ ব ্ ষ া ত ্,আ ব ্ স া ত ্
অ ফ া র ো গ,অ প া র ো গ
আ প ণ া দ ে র,আ প ন া দ ে র
অ ন ি র ্ ধ ে শ,অ ন ি র ্ দ ে শ
অ ণ হ ে ল া র,অ ন হ ে ল া র
অ ধ ূ র ধ র ্ শ ী,অ দ ূ র দ র ্ শ ী
অ প ে ক ্ শ ক,অ প ে ক ্ ষ ক
অ ফ ্ র ত ি ম,অ প ্ র ত ি ম
অ ফ া প ্,অ প া প ্
অ ঞ ্ য ল ি ত ে,অ ঞ ্ জ ল ি ত ে
অ ল ্ জ া ন ্ ড ে ই শ,অ ল ্ য া ন ্ ড ে ই স
অ স ু শ ্ ঠ ু,অ স ু ষ ্ ঠ ু
আ ণ ু ট,আ ন ু ট
আ ক ্ র ম ণ া ধ ি,আ ক ্ র ম ণ া দ ি
আ ন ্ ধ া ম,আ ন ্ দ া ম
অ প ধ া র ্ থ,অ প দ া র ্ থ
অ ক ৈ ত ভ,অ ক ৈ ত ব
অ ত ্ জ া য ্ য,অ ত ্ য া জ ্ য
আ ধ ্ দ া স,আ দ ্ দ া শ
অ স া ম ঞ ্ ঝ স ্ য,অ স া ম ঞ ্ জ স ্ য
অ র ্ থ ো ফ া র ্ য ন ঝ ন ি ত,অ র ্ থ ো প া র ্ জ ন জ ন ি ত
অ ঙ ্ গ প ্ র ত ্ ঝ া ঙ ্ গ া ধ ি,অ ঙ ্ গ প ্ র ত ্ য া ঙ ্ গ া দ ি
অ গ ্ র য,অ গ ্ র জ
অ ষ ্ ট চ র ন ব ি ষ ি ষ ্ ট,অ ষ ্ ট চ র ণ ব ি শ ি ষ ্ ট
অ ঙ ্ ক ু র ো ধ য়,অ ঙ ্ ক ু র ো দ য়
আ ত ্ ম া জ ু ক ্ ত,আ ত ্ ম া য ু ক ্ ত
অ র ্ থ ফ র া য় ণ,অ র ্ থ প র া য় ণ
অ ন ু ফ জ ো গ ী,অ ন ু প য ো গ ী
অ ম ো দ ু র ত া,অ ম ো ধ ু র ত া
অ ছ ্ ছ ত ্ ত,অ চ ্ ছ ত ্ ত
অ ্ য া ণ ট ে ণ া,অ ্ য া ন ট ে ন া
আ ক া র ব ি হ ী ণ,আ ক া র ব ি হ ী ন
অ য় শ ্ ক া ন ্ ত,অ য় স ্ ক া ন ্ ত
আ য ্ ঞ া ব া হ ক ে র,আ জ ্ ঞ া ব া হ ক ে র
আ ঁ খ ি ফ ু ট,আ ঁ খ ি প ু ট
অ ফ ু ষ ্ ফ ে ও,অ প ু ষ ্ প ে ও
অ দ ম র ্ ণ,অ ধ ম র ্ ণ
অ ষ ফ ল,অ স ফ ল
অ জ ্ ঞ া ণ ক ৃ ত,অ জ ্ ঞ া ন ক ৃ ত
অ ং ষ ট ু ক ু,অ ং শ ট ু ক ু
অ ছ ে ষ ্ ট,অ চ ে ষ ্ ট
অ ভ ্ র া ন ্ ত ল ক ্ স ্ য,অ ভ ্ র া ন ্ ত ল ক ্ ষ ্ য
অ ক র ন ী,অ ক র ণ ী
অ ত ী ন ্ ধ ্ র ি য় ত া,অ ত ী ন ্ দ ্ র ি য় ত া
অ ব ব ো দ,অ ব ব ো ধ
অ ন ্ ত ভ ি শ ি শ ্ ট,অ ন ্ ত ব ি শ ি ষ ্ ট
অ ণ ো ধ ি গ ম ্,অ ন ো ধ ি গ ম ্
অ ফ া প,অ প া প
অ ষ ্ র ু ম ো ছ ন,অ শ ্ র ু ম ো চ ন
অ ণ ফ ন ে য়,অ ন প ন ে য়
আ ত ্ ম া ষ ্ র য় ী,আ ত ্ ম া শ ্ র য় ী
অ ণ া ল ম ্,অ ন া ল ম ্
অ ষ ম ্ ভ দ ্ ধ ত া,অ স ম ্ ব দ ্ ধ ত া
অ ষ ং শ া হ স ি ক,অ স ং স া হ স ি ক
আ ক ণ ্ দ,আ ক ন ্ দ
অ ঙ ্ ক ণ ে,অ ঙ ্ ক ন ে
অ ম ্ ব ু র া ষ ি,অ ম ্ ব ু র া শ ি
অ ণ ্ ত র ্ দ ৃ স ্ ট ি,অ ন ্ ত র ্ দ ৃ ষ ্ ট ি
আ ত ্ ম ভ ো ধ,আ ত ্ ম ব ো ধ
অ ব ক ্ ত,অ ভ ক ্ ত
আ ব ু ণ,আ ব ু ন
আ ঙ ্ গ ষ ্ ত র ী,আ ঙ ্ গ স ্ ত র ী
আ দ ে ষ ফ ্ র া প ্ ত,আ দ ে শ প ্ র া প ্ ত
